Parallel readers rate:,90 %
writers | readers,5,10,50,1000,10000,100000
5,0.002,0.001,0.002,0.057,0.569,9.339
10,0.001,0.008,0.004,0.453,1.341,9.467
50,0.01,0.27,0.01,0.648,1.325,13.538
1000,0.179,0.146,0.142,0.35,0.604,9.503
10000,1.171,0.601,0.643,0.722,1.164,10.86
100000,10.213,11.954,12.009,11.111,11.677,30.026
Parallel readers rate:,60 %
writers | readers,5,10,50,1000,10000,100000
5,0,0,0.002,1.132,1.887,9.469
10,0.008,0.015,0.003,0.506,1.324,13.19
50,0.003,0.003,0.005,0.823,1.095,9.442
1000,0.136,0.14,0.142,0.307,14.282,9.725
10000,1.362,1.509,1.525,0.648,1.342,10.761
100000,11.681,11.252,11.033,10.965,12.603,29.649
Parallel readers rate:,30 %
writers | readers,5,10,50,1000,10000,100000
5,0,0,0.002,1.117,2.396,9.563
10,0.001,0,0.194,0.36,1.266,9.452
50,0.047,0.003,0.005,0.625,1.055,9.483
1000,0.139,0.139,0.137,0.281,13.835,11.052
10000,1.363,1.342,0.605,0.711,1.294,10.737
100000,9.733,9.937,10.277,10.676,12.192,28.398
Waking up all readers:,False
100 highest value
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
